SMILES,Solvent,LGAC,Et30,SP,SdP,SA,SB
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCCCC1,4.9085,30.9,0.683,0,0,0.073
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CN(C)C=O,4.7701,43.2,0.759,0.977,0.031,0.613
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1COCCO1,4.8949,36,0.737,0.312,0,0.444
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCO,4.8825,51.9,0.633,0.783,0.4,0.658
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCOC(=O)C,4.8848,38.1,0.656,0.603,0,0.542
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCC,4.9165,31,0.616,0,0,0.056
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CC#N,4.8808,45.6,0.645,0.974,0.044,0.286
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CO,4.8797,55.4,0.608,0.904,0.605,0.545
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCOC1,4.8893,37.4,0.714,0.634,0,0.591
CC1=C(c2cccs2)C2=Cc3c(-c4cccs4)c(C)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,4.2613,45.6,0.645,0.974,0.044,0.286
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,C(Cl)Cl,4.3019,40.7,0.761,0.769,0.04,0.178
CC1=C2CCc3ccccc3C2=[N+]2C1=C(c1ccc(I)cc1)c1c(C)c3c(n1[B-]2(F)F)-c1ccccc1CC3,C(Cl)(Cl)Cl,5.1636,39.1,0.783,0.614,0.047,0.071
CC1=CB(O)N2B(c3ccccc3)C=C(C)c3cccc1c32,C(Cl)Cl,4.4522,40.7,0.761,0.769,0.04,0.178
CC1=CB(c2ccccc2)N2B(c3ccc(C)cc3)C=C(C)c3cccc1c32,C(Cl)Cl,4.4123,40.7,0.761,0.769,0.04,0.178
CC1=CB(c2ccccc2)N2B(c3ccc(F)cc3)C=C(C)c3cccc1c32,C(Cl)Cl,4.4156,40.7,0.761,0.769,0.04,0.178
CC1=CB(c2ccccc2)N2B(c3ccccc3)C=C(C)c3cccc1c32,C(Cl)Cl,4.4156,40.7,0.761,0.769,0.04,0.178
CC1=CC(C)(C)N(C)c2cc3c(cc21)C(c1ccc(NC(=O)c2ccc(CCl)cc2)cc1C(=O)[O-])=c1cc2c(cc1O3)=[N+](C)C(C)(C)C=C2C,O,4.232,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)N(CCCS(=O)(=O)O)c2cc3[o+]c(C(C)(C)C)cc(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)O)cc5C4(C)CCCC(=O)O)c3cc21,CCO,4.185,51.9,0.633,0.783,0.4,0.658
CC1=CC(C)(C)N(CCCS(=O)(=O)[O-])c2cc3[o+]c(-c4ccccc4)cc(/C=C/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)c3cc21,CCO,4.1136,51.9,0.633,0.783,0.4,0.658
CC1=CC(C)(C)N(CCCS(=O)(=O)[O-])c2cc3[o+]c(-c4ccccc4)cc(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)c3cc21,CCO,4.1714,51.9,0.633,0.783,0.4,0.658
CC1=CC(C)(C)N(CCCS(=O)(=O)[O-])c2cc3[o+]c(C(C)(C)C)cc(/C=C/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)c3cc21,CCO,4.1248,51.9,0.633,0.783,0.4,0.658
CC1=CC(C)(C)N(CCCS(=O)(=O)[O-])c2cc3oc(=O)c(C(=O)NCCCCCC(=O)O)cc3cc21,O,4.3526,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2cc3c(cc21)C(c1ccccc1C(=O)N(C)CCCC(=O)O)=c1cc2c(cc1O3)=[NH+]C(C)(C)C=C2C,O,4.2565,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cc(C)cc(C)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2967,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cc(C)cc(C)c4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2716,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cc(F)c(F)c(F)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2967,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(-c5ccccc5)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2925,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(C(C)(C)C)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(C)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(C)cc4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2716,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(CN5CCC6(CC5)OCCO6)cc4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2716,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(CN5CCCCC5)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(CN5CCCCC5)cc4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2676,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(F)c(C)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(F)c(C)c4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2758,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(F)c(Cl)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(F)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2967,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(F)cc4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2676,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(Oc5ccccc5)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc(Oc5ccccc5)cc4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2716,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc5c(c4)OCO5)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2967,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc5c(c4)OCO5)c4ccc(=[NH2+])cc-4oc3c21,O,4.2716,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccc5ccccc5c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(CN5CCCCC5)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.2967,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(CN5CCCCC5)c4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2676,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(CN5CCOCC5)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(Cl)c4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2676,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(F)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccc(F)c4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2676,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccccc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,4.301,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4ccccc4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2716,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)Nc2ccc3c(-c4cccs4)c4ccc(=[NH2+])cc-4oc3c21,O,4.2882,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)(C)[N+](CCCC(=O)O)=c2cc3c(cc21)=Cc1ccc(N(C)C)cc1C3(C)C,O,4.1973,63.1,0.681,0.997,1.062,0.025
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(=O)C,4.2907,38.1,0.656,0.603,0,0.542
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,4.2898,31,0.616,0,0,0.056
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,4.2891,37.4,0.714,0.634,0,0.591
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(=O)C,4.2907,38.1,0.656,0.603,0,0.542
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,4.2891,31,0.616,0,0,0.056
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,4.2891,37.4,0.714,0.634,0,0.591
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(=O)C,4.2907,38.1,0.656,0.603,0,0.542
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,4.2891,31,0.616,0,0,0.056
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CO,4.2907,55.4,0.608,0.904,0.605,0.545
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,4.3002,31,0.616,0,0,0.056
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3c(C)noc3C)n1[B-]2(F)F,CO,4.2582,55.4,0.608,0.904,0.605,0.545
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3ccc(CCl)cc3)n1[B-]2(F)F,CO,4.2519,55.4,0.608,0.904,0.605,0.545
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3ccc(CO)cc3)n1[B-]2(F)F,CO,4.2519,55.4,0.608,0.904,0.605,0.545
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3cccc4ccccc34)n1[B-]2(F)F,CO,4.2465,55.4,0.608,0.904,0.605,0.545
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3ccccc3)n1[B-]2(F)F,CO,4.2519,55.4,0.608,0.904,0.605,0.545
CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)O)n1[B-]2(F)F,CO,4.2993,55.4,0.608,0.904,0.605,0.545
CC1=[N+]2C(=C(C3=CC4OCCOCCOCCOCCOC4C=C3)c3c4ccccc4c(/C=C/c4ccc(N(C)C)cc4)n3[B-]2(F)F)c2ccccc21,CC#N,4.8388,45.6,0.645,0.974,0.044,0.286
CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,C(Cl)Cl,4.7404,40.7,0.761,0.769,0.04,0.178
CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,4.8235,31,0.616,0,0,0.056
CC1=[N+]2C(=C(c3ccc(C(OC(=O)c4ccccc4)C(=O)NC(C)(C)C)cc3)c3cc(Br)c(C)n3[B-]2(F)F)C=C1Br,CCOC(=O)C,4.2676,38.1,0.656,0.603,0,0.542
CC1=[N+]2C(=C(c3ccc(C(OC(=O)c4ccccc4)C(=O)NC(C)(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(=O)C,4.2929,38.1,0.656,0.603,0,0.542
CC1CC(C)(C)Nc2c1cc1c(-c3c(Cl)c(SCC(=O)NCCCCCC(=O)O)c(Cl)c(Cl)c3C(=O)O)c3cc4c(c(S(=O)(=O)[O-])c3[o+]c1c2S(=O)(=O)[O-])NC(C)(C)CC4C,O,4.2565,63.1,0.681,0.997,1.062,0.025
CC1CC(C)(C)Nc2cc3c(cc21)C(c1ccccc1C(=O)N(C)CCCC(=O)O)=c1cc2c(cc1O3)=[NH+]C(C)(C)CC2C,O,4.2425,63.1,0.681,0.997,1.062,0.025
CC1CC(C)CN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)C1,CCO,4.2133,51.9,0.633,0.783,0.4,0.658
CC1CC(C)CN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)C1,O,4.2084,63.1,0.681,0.997,1.062,0.025
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,CCCCCC,4.47,31,0.616,0,0,0.056
CC1CC=C(c2ccc(-c3cccs3)s2)CC1,CCO,4.24,51.9,0.633,0.783,0.4,0.658
CC1CN1c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,C(Cl)(Cl)Cl,4.4535,39.1,0.783,0.614,0.047,0.071
CC1CN1c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,CS(=O)C,4.4498,45.1,0.83,1,0.072,0.647
CC1CN1c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,CCO,4.466,51.9,0.633,0.783,0.4,0.658
CC1CN1c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,O,4.4622,63.1,0.681,0.997,1.062,0.025
CC1CN1c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,CC#N,4.4547,45.6,0.645,0.974,0.044,0.286
CCC(=O)Nc1ccc(-c2c(C)c3ccc(N(CC)CC)cc3oc2=O)cc1,CO,4.4156,55.4,0.608,0.904,0.605,0.545
CCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(=O)C,4.3696,45.1,0.83,1,0.072,0.647
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,C(Cl)(Cl)Cl,4.3829,39.1,0.783,0.614,0.047,0.071
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,C1COCCO1,4.3925,36,0.737,0.312,0,0.444
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CCO,4.384,51.9,0.633,0.783,0.4,0.658
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,O,4.3757,63.1,0.681,0.997,1.062,0.025
CCC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,CC1=CC=CC=C1,4.3904,33.9,0.782,0.284,0,0.128
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC(=O)C,4.4559,42.2,0.651,0.907,0,0.475
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C(Cl)(Cl)Cl,4.4473,39.1,0.783,0.614,0.047,0.071
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1CCCCC1,4.466,30.9,0.683,0,0,0.073
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CN(C)C=O,4.4498,43.2,0.759,0.977,0.031,0.613
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC#N,4.4535,45.6,0.645,0.974,0.044,0.286
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CO,4.4412,55.4,0.608,0.904,0.605,0.545
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC1=CC=CC=C1,4.4559,33.9,0.782,0.284,0,0.128
CCC(CC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CC)CC)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,CC1=CC=CC=C1,4.2799,33.9,0.782,0.284,0,0.128
CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,4.9191,37.4,0.714,0.634,0,0.591
CCC1(CC)c2cc(N(C)C)ccc2-c2ccc(C(F)(F)F)cc21,C1CCCCC1,4.4409,30.9,0.683,0,0,0.073
CCC1(CC)c2ccc(/C=C/C3=C(CN)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)Cl,4.248,40.7,0.761,0.769,0.04,0.178
CCC1(CC)c2ccc(/C=C/C3=C(CN)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)(Cl)Cl,4.2365,39.1,0.783,0.614,0.047,0.071
CCC1(CC)c2ccc(/C=C/C3=C(CN)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,4.2725,37.4,0.714,0.634,0,0.591
CCC1(CC)c2ccc(/C=C/C3=C(CN)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CC1=CC=CC=C1,4.262,33.9,0.782,0.284,0,0.128
CCC1(CC)c2ccc(/C=C/C3=C(S(=O)(=O)c4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)(Cl)Cl,4.244,39.1,0.783,0.614,0.047,0.071
CCC1(CC)c2ccc(/C=C/C3=C(S(=O)(=O)c4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,4.2725,37.4,0.714,0.634,0,0.591
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CC(=O)C,4.3124,42.2,0.651,0.907,0,0.475
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)Cl,4.2975,40.7,0.761,0.769,0.04,0.178
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)(Cl)Cl,4.2934,39.1,0.783,0.614,0.047,0.071
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CS(=O)C,4.3028,45.1,0.83,1,0.072,0.647
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,4.3098,37.4,0.714,0.634,0,0.591
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(=O)C,4.9031,42.2,0.651,0.907,0,0.475
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,4.8513,40.7,0.761,0.769,0.04,0.178
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,4.9294,30.9,0.683,0,0,0.073
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,4.9243,36,0.737,0.312,0,0.444
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,4.9085,51.9,0.633,0.783,0.4,0.658
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C,4.9031,38.1,0.656,0.603,0,0.542
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCC,4.9638,31,0.616,0,0,0.056
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,4.8976,45.6,0.645,0.974,0.044,0.286
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CO,4.8976,55.4,0.608,0.904,0.605,0.545
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,4.9191,37.4,0.714,0.634,0,0.591
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC1=CC=CC=C1,4.9345,33.9,0.782,0.284,0,0.128
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,CC(=O)C,4.3424,42.2,0.651,0.907,0,0.475
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,C1CCCCC1,4.5185,30.9,0.683,0,0,0.073
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,CCO,4.3979,51.9,0.633,0.783,0.4,0.658
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,CCOC(=O)C,4.3979,38.1,0.656,0.603,0,0.542
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,CO,4.3979,55.4,0.608,0.904,0.605,0.545
CCC1=CN2C(=N/[N+](=C/c3ccc(-c4cccs4)cc3)[B-]2(F)F)C=C1,CO,4.3179,55.4,0.608,0.904,0.605,0.545
CCC1=[N+]2C(=C(c3ccc(C(OC(=O)c4ccccc4)C(=O)NC(C)(C)C)cc3)c3ccc(CC)n3[B-]2(F)F)C=C1,CCOC(=O)C,4.292,38.1,0.656,0.603,0,0.542
CCC1=[N+]2C(=C3c4c(Br)c(Br)c(CC)n4[B-](F)(F)[n+]4c3n(c3ccccc34)[B-]2(F)F)C=C1Br,C(Cl)Cl,4.2111,40.7,0.761,0.769,0.04,0.178
CCC1=[N+]2C(=C3c4cc(Br)c(CC)n4[B-](F)(F)[n+]4c3n(c3ccccc34)[B-]2(F)F)C=C1Br,C(Cl)Cl,4.2068,40.7,0.761,0.769,0.04,0.178
CCC1=[N+]2C(=C3c4cc(I)c(CC)n4[B-](F)(F)[n+]4c3n(c3ccccc34)[B-]2(F)F)C=C1I,C(Cl)Cl,4.1978,40.7,0.761,0.769,0.04,0.178
CCC1=[N+]2C(=C3c4ccc(CC)n4[B-](F)(F)[n+]4c3n(c3cc(F)ccc34)[B-]2(F)F)C=C1,C(Cl)Cl,4.2219,40.7,0.761,0.769,0.04,0.178
CCC1=[N+]2C(=C3c4ccc(CC)n4[B-](F)(F)[n+]4c3n(c3cc(OC)ccc34)[B-]2(F)F)C=C1,C(Cl)Cl,4.2225,40.7,0.761,0.769,0.04,0.178
CCC1=[N+]2C(=C3c4ccc(CC)n4[B-](F)(F)[n+]4c3n(c3ccccc34)[B-]2(F)F)C=C1,C(Cl)Cl,4.2232,40.7,0.761,0.769,0.04,0.178
CCCCB1C=Cc2cc3cc4ccccc4cc3cc2N1,C(Cl)Cl,4.3696,40.7,0.761,0.769,0.04,0.178
CCCCC(CC)C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(=O)C,4.3685,45.1,0.83,1,0.072,0.647
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C(Cl)Cl,4.301,40.7,0.761,0.769,0.04,0.178
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C(Cl)(Cl)Cl,4.301,39.1,0.783,0.614,0.047,0.071
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,C1CCOC1,4.301,37.4,0.714,0.634,0,0.591
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2C)cc1,CC1=CC=CC=C1,4.301,33.9,0.782,0.284,0,0.128
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2C)cc1,C(Cl)Cl,4.2925,40.7,0.761,0.769,0.04,0.178
